Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,ALL_SKIN_TYPES_COUNT,Suitable_For_All_Skin
Moisturizer,BELIF,BELIF Dewy Skin Cream #888,30.34,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,1,4,No
Cleanser,SUNDAY RILEY,SUNDAY RILEY Soy Face Cleanser #889,72.95,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Face Mask,IT COSMETICS,IT COSMETICS Babyfacial AHA/BHA Mask #890,91.2,4.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Eye Cream,FRESH,FRESH Banana Bright Eye Crème #891,58.09,4.0,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,0,3,No
Treatment,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Hyaluronic Acid 2% + B5 #892,108.1,3.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,0,3,No
Sun Protect,SUNDAY RILEY,SUNDAY RILEY Hydro UV Defense SPF 50 #893,64.29,3.9,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Sun Protect,KORA ORGANICS,KORA ORGANICS Mineral Mattescreen SPF 30 #894,47.21,3.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Eye Cream,BELIF,BELIF Banana Bright Eye Crème #895,42.22,3.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,0,0,3,No
Moisturizer,DRUNK ELEPHANT,DRUNK ELEPHANT Dewy Skin Cream #896,108.84,4.1,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Treatment,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE BHA Liquid Exfoliant #897,51.04,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Eye Cream,SEPHORA COLLECTION,SEPHORA COLLECTION Banana Bright Eye Crème #898,15.81,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,0,1,3,No
Moisturizer,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Ultra Facial Cream #899,100.06,4.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,0,4,No
Treatment,CAUDALIE,CAUDALIE Vitamin C Brightening Serum #900,77.62,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,0,3,No
Eye Cream,LANEIGE,LANEIGE Banana Bright Eye Crème #901,93.21,3.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Cleanser,CAUDALIE,CAUDALIE Gentle Skin Cleanser #902,29.86,4.3,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Face Mask,SHISEIDO,SHISEIDO Charcoal Pore Minimizing Mask #903,99.39,4.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,0,4,No
Face Mask,DRAUNK ELEPHANT,DRAUNK ELEPHANT Charcoal Pore Minimizing Mask #904,77.29,4.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,1,4,No
Eye Cream,SUPERGOOP!,SUPERGOOP! Concentrate Eye Cream #905,99.46,4.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,1,4,No
Treatment,BIOSSANCE,BIOSSANCE Retinol Reform #906,73.03,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,1,4,No
Face Mask,KATE SOMERVILLE,KATE SOMERVILLE Charcoal Pore Minimizing Mask #907,63.98,3.5,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,0,0,1,3,No
Treatment,SUNDAY RILEY,SUNDAY RILEY Vitamin C Brightening Serum #908,53.45,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,1,1,1,4,No
Eye Cream,SEPHORA COLLECTION,SEPHORA COLLECTION Avocado Melt Retinol Eye Cream #909,9.18,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Face Mask,ESTÉE LAUDER,ESTÉE LAUDER Jet Lag Mask #910,42.19,3.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,0,1,2,No
Cleanser,SUNDAY RILEY,SUNDAY RILEY Superfood Antioxidant Cleanser #911,58.84,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Moisturizer,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Midnight Recovery Concentrate #912,53.41,4.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,0,1,1,3,No
Eye Cream,FRESH,FRESH Peptide Eye Complex #913,61.56,4.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,0,3,No
Treatment,ORIGINS,ORIGINS Luna Sleeping Night Oil #914,36.94,4.1,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,0,1,1,0,2,No
Eye Cream,LA MER,LA MER Avocado Melt Retinol Eye Cream #915,368.56,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,0,0,2,No
Face Mask,KATE SOMERVILLE,KATE SOMERVILLE Charcoal Pore Minimizing Mask #916,38.28,4.0,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Moisturizer,FIRST AID BEAUTY,FIRST AID BEAUTY The True Cream Aqua Bomb #917,67.18,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,0,1,0,2,No
Treatment,KATE SOMERVILLE,KATE SOMERVILLE Hyaluronic Acid 2% + B5 #918,68.99,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,1,0,3,No
Eye Cream,FRESH,FRESH Lightful C Eye Cream #919,61.49,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,0,1,1,1,3,No
Moisturizer,SK-II,SK-II Dewy Skin Cream #920,365.42,3.6,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,1,1,5,Yes
Cleanser,PAULA'S CHOICE,PAULA'S CHOICE Micellar Cleansing Water #921,71.44,3.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,1,1,3,No
Moisturizer,MURAD,MURAD Ultra Facial Cream #922,67.65,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,0,0,1,2,No
Face Mask,DRUNK ELEPHANT,DRUNK ELEPHANT Jet Lag Mask #923,26.26,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,0,3,No
Eye Cream,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Autocorrect Brightening Eye Cream #924,77.0,4.0,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,0,0,1,2,No
Treatment,KORA ORGANICS,KORA ORGANICS Retinol Reform #925,61.62,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,0,3,No
Cleanser,KIEHL'S SINCE 1851,KIEHL'S SINCE 1851 Green Clean Makeup Mending Cleansing Balm #926,26.21,3.4,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Sun Protect,CLINIQUE,CLINIQUE UV Clear Broad-Spectrum #927,78.56,4.6,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,0,3,No
Sun Protect,BIOSSANCE,BIOSSANCE City Sunscreen Serum #928,80.7,3.8,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Moisturizer,SEPHORA COLLECTION,SEPHORA COLLECTION The True Cream Aqua Bomb #929,10.93,3.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,0,1,1,1,3,No
Face Mask,SK-II,SK-II Babyfacial AHA/BHA Mask #930,116.34,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,1,1,4,No
Cleanser,GLOW RECIPE,GLOW RECIPE Superfood Antioxidant Cleanser #931,24.87,3.7,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Eye Cream,KATE SOMERVILLE,KATE SOMERVILLE Banana Bright Eye Crème #932,37.62,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,0,3,No
Treatment,FARMACY,FARMACY BHA Liquid Exfoliant #933,26.54,3.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Moisturizer,OLEHENRIKSEN,OLEHENRIKSEN C-Firma Fresh Day Serum #934,80.07,4.1,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,1,0,3,No
Cleanser,HERBIVORE,HERBIVORE Foaming Facial Cleanser #935,32.85,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Face Mask,KORA ORGANICS,KORA ORGANICS Clay Detox Mask #936,88.25,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,0,0,2,No
Treatment,SUNDAY RILEY,SUNDAY RILEY Niacinamide 10% + Zinc 1% #937,38.38,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Moisturizer,FARMACY,FARMACY Protini Polypeptide Cream #938,93.58,4.0,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,0,3,No
Treatment,SEPHORA COLLECTION,SEPHORA COLLECTION Vitamin C Brightening Serum #939,8.83,3.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,1,0,3,No
Eye Cream,SUNDAY RILEY,SUNDAY RILEY Avocado Melt Retinol Eye Cream #940,48.39,3.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,1,4,No
Treatment,ORIGINS,ORIGINS BHA Liquid Exfoliant #941,40.95,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,1,1,3,No
Face Mask,FRESH,FRESH Clay Detox Mask #942,52.11,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,1,4,No
Treatment,CLINIQUE,CLINIQUE Hyaluronic Acid 2% + B5 #943,27.18,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,1,4,No
Moisturizer,DRAUNK ELEPHANT,DRAUNK ELEPHANT The True Cream Aqua Bomb #944,47.62,4.5,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,0,1,1,3,No
Treatment,DERMALOGICA,DERMALOGICA Niacinamide 10% + Zinc 1% #945,96.99,4.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,1,4,No
Moisturizer,CLINIQUE,CLINIQUE The Water Cream #946,109.44,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Sun Protect,MURAD,MURAD Defense Refresh Setting Mist #947,109.1,4.8,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Moisturizer,SHISEIDO,SHISEIDO Lala Retro Whipped Cream #948,83.16,4.6,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,1,5,Yes
Cleanser,ORIGINS,ORIGINS Gentle Skin Cleanser #949,88.76,4.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,1,1,4,No
Treatment,ORIGINS,ORIGINS Niacinamide 10% + Zinc 1% #950,43.42,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,1,0,1,3,No
Moisturizer,LANEIGE,LANEIGE Crème de la Mer #951,42.27,4.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,0,1,0,2,No
Cleanser,KORA ORGANICS,KORA ORGANICS Kalie Squalane Cleanser #952,89.4,3.9,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,0,0,3,No
Face Mask,SUPERGOOP!,SUPERGOOP! Charcoal Pore Minimizing Mask #953,77.36,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Sun Protect,FIRST AID BEAUTY,FIRST AID BEAUTY Defense Refresh Setting Mist #954,79.76,3.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Treatment,SK-II,SK-II Niacinamide 10% + Zinc 1% #955,286.95,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Cleanser,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Foaming Facial Cleanser #956,67.68,3.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Cleanser,CAUDALIE,CAUDALIE Special Cleansing Gel #957,58.63,4.3,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,1,0,3,No
Moisturizer,PAULA'S CHOICE,PAULA'S CHOICE The Water Cream #958,28.57,3.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Eye Cream,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Avocado Melt Retinol Eye Cream #959,57.79,3.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,1,1,0,0,3,No
Treatment,CAUDALIE,CAUDALIE Resurfacing Serum #960,87.11,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,0,1,0,0,1,No
Sun Protect,SUNDAY RILEY,SUNDAY RILEY Mineral Mattescreen SPF 30 #961,40.11,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,1,4,No
Cleanser,SHISEIDO,SHISEIDO Green Clean Makeup Mending Cleansing Balm #962,38.68,4.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Face Mask,FARMACY,FARMACY Jet Lag Mask #963,94.43,4.3,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Treatment,IT COSMETICS,IT COSMETICS Niacinamide 10% + Zinc 1% #964,66.2,3.9,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Moisturizer,OLEHENRIKSEN,OLEHENRIKSEN The True Cream Aqua Bomb #965,85.07,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Face Mask,PAULA'S CHOICE,PAULA'S CHOICE Sheet Mask Hydrating #966,109.49,3.9,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,0,1,4,No
Cleanser,BIOSSANCE,BIOSSANCE Green Clean Makeup Mending Cleansing Balm #967,107.03,4.7,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,0,3,No
Face Mask,DRAUNK ELEPHANT,DRAUNK ELEPHANT Superberry Hydrate + Glow Dream Mask #968,50.6,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Treatment,FARMACY,FARMACY Luna Sleeping Night Oil #969,66.91,4.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,1,4,No
Treatment,SUNDAY RILEY,SUNDAY RILEY Resurfacing Serum #970,25.34,3.5,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,0,1,1,4,No
Face Mask,OLEHENRIKSEN,OLEHENRIKSEN Sheet Mask Hydrating #971,95.73,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Cleanser,LANCÔME,LANCÔME Foaming Facial Cleanser #972,74.33,3.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,0,1,4,No
Face Mask,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Jet Lag Mask #973,100.8,4.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Sun Protect,LANCÔME,LANCÔME City Sunscreen Serum #974,35.67,4.2,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Face Mask,KORA ORGANICS,KORA ORGANICS Jet Lag Mask #975,35.92,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Face Mask,DRAUNK ELEPHANT,DRAUNK ELEPHANT Babyfacial AHA/BHA Mask #976,26.38,4.2,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,0,0,3,No
Cleanser,KATE SOMERVILLE,KATE SOMERVILLE Superfood Antioxidant Cleanser #977,28.6,4.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,0,1,1,3,No
Moisturizer,TATCHA,TATCHA The True Cream Aqua Bomb #978,335.67,4.4,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,0,1,1,3,No
Moisturizer,TULA,TULA Crème de la Mer #979,84.34,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",0,1,1,0,0,2,No
Sun Protect,FIRST AID BEAUTY,FIRST AID BEAUTY Hydro UV Defense SPF 50 #980,109.07,3.4,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,1,1,0,4,No
Eye Cream,FARMACY,FARMACY Lightful C Eye Cream #981,32.33,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,1,4,No
Treatment,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Niacinamide 10% + Zinc 1% #982,108.51,4.6,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Sun Protect,SK-II,SK-II Mineral Mattescreen SPF 30 #983,136.09,4.5,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,0,1,0,3,No
Treatment,BELIF,BELIF Niacinamide 10% + Zinc 1% #984,55.59,3.8,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,1,0,1,0,3,No
Moisturizer,CAUDALIE,CAUDALIE Honeymoon Glow AHA #985,34.33,4.0,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,0,1,0,3,No
Cleanser,DERMALOGICA,DERMALOGICA Micellar Cleansing Water #986,47.81,4.9,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,0,0,1,0,2,No
Sun Protect,SEPHORA COLLECTION,SEPHORA COLLECTION City Sunscreen Serum #987,16.84,4.2,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,1,4,No
Sun Protect,MARIO BADESCU,MARIO BADESCU UV Clear Broad-Spectrum #988,106.78,4.3,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,1,1,1,1,5,Yes
Moisturizer,DRUNK ELEPHANT,DRUNK ELEPHANT Crème de la Mer #989,97.27,3.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,1,0,3,No
Sun Protect,THE ORDINARY,THE ORDINARY Unseen Sunscreen SPF 40 #990,20.5,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",0,1,1,1,1,4,No
Moisturizer,SUNDAY RILEY,SUNDAY RILEY Honeymoon Glow AHA #991,89.65,4.3,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,1,4,No
Cleanser,LANCÔME,LANCÔME Special Cleansing Gel #992,45.71,4.1,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Moisturizer,SK-II,SK-II The Water Cream #993,154.03,4.6,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Sun Protect,KORA ORGANICS,KORA ORGANICS UV Clear Broad-Spectrum #994,40.35,3.7,"Water, Retinol, Ceramide NP, Cholesterol, Phytosphingosine, Phenoxyethanol, Ethylhexylglycerin",1,0,1,1,1,4,No
Face Mask,BIOSSANCE,BIOSSANCE Charcoal Pore Minimizing Mask #995,30.09,3.5,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,0,4,No
Moisturizer,KATE SOMERVILLE,KATE SOMERVILLE Lala Retro Whipped Cream #996,25.94,4.6,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,0,4,No
Treatment,SUNDAY RILEY,SUNDAY RILEY BHA Liquid Exfoliant #997,97.37,4.8,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,1,1,1,1,5,Yes
Treatment,SK-II,SK-II Luna Sleeping Night Oil #998,193.03,3.8,"Water, Lactic Acid, Glycolic Acid, Sodium Hydroxide, Centella Asiatica Extract, Allantoin",1,1,1,1,1,5,Yes
Cleanser,LANEIGE,LANEIGE Green Clean Makeup Mending Cleansing Balm #999,93.29,4.2,"Water, Ascorbic Acid, Ferulic Acid, Panthenol, Xanthan Gum, Citric Acid, Disodium EDTA",1,0,1,1,1,4,No
Eye Cream,MARIO BADESCU,MARIO BADESCU Autocorrect Brightening Eye Cream #1000,47.26,3.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,1,4,No
Treatment,PAULA'S CHOICE,PAULA'S CHOICE Luna Sleeping Night Oil #1001,104.09,3.4,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",0,1,0,1,1,3,No
Face Mask,CLINIQUE,CLINIQUE Babyfacial AHA/BHA Mask #1002,84.32,4.2,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",0,1,1,1,0,3,No
Treatment,KORA ORGANICS,KORA ORGANICS Luna Sleeping Night Oil #1003,44.48,3.5,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,1,1,0,4,No
Moisturizer,SUNDAY RILEY,SUNDAY RILEY Crème de la Mer #1004,34.9,3.7,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,0,1,1,0,3,No
Eye Cream,YOUTH TO THE PEOPLE,YOUTH TO THE PEOPLE Avocado Melt Retinol Eye Cream #1005,80.55,4.4,"Water, Glycerin, Dimethicone, Niacinamide, Hyaluronic Acid, Squalane, Tocopherol",1,1,0,1,0,3,No
Face Mask,FIRST AID BEAUTY,FIRST AID BEAUTY Superberry Hydrate + Glow Dream Mask #1006,91.1,3.8,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",1,0,1,1,1,4,No
Treatment,DRAUNK ELEPHANT,DRAUNK ELEPHANT Niacinamide 10% + Zinc 1% #1007,48.06,3.7,"Water, Butylene Glycol, Salicylic Acid, Camellia Sinensis Leaf Extract, Sodium Hyaluronate",1,0,1,1,0,3,No
Sun Protect,SEPHORA COLLECTION,SEPHORA COLLECTION Unseen Sunscreen SPF 40 #1008,21.67,4.4,"Water, Titanium Dioxide, Zinc Oxide, Caprylic/Capric Triglyceride, Silica, Iron Oxides",0,1,1,1,1,4,No
